srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,new
2853904,AJ,2,110018,233,233,131,A,ADLD,122001,2017-11-13,2017-11-08,2018-02-09,4388,2018-02-13,12.726634326211787
2993207,AN,8,700064,233,233,131,C,ADLD,751020,2017-05-09,2017-05-05,2018-03-17,4508,2018-03-19,14.95924760642579
2962526,C,2,110018,308,233,228,A,ADLD,110032,2017-08-26,2017-06-06,2018-03-10,4091,2018-03-21,20.69094970685543
3004296,AN,21,110015,233,233,131,B,ADLD,180012,2017-05-19,2017-04-08,2018-03-21,4580,2018-03-27,13.292061743682144
3056696,AE,7,500004,233,233,228,B,ADLD,506001,2018-03-19,2018-03-15,2018-04-05,4476,2018-04-10,11.495365992526287
2863633,C,3,560011,233,233,131,A,ADLD,560048,2017-09-25,2017-09-22,2018-02-12,4461,2018-02-15,18.725121345834104
2885147,AJ,6,160059,0,233,131,A,ADLD,140307,2017-05-20,2017-05-20,2018-02-19,4437,2018-02-22,11.368102823238695
2898151,AN,21,110015,233,233,131,A,ADLD,122006,2017-03-18,2017-03-11,2018-02-22,4580,2018-02-26,11.97866838884062
2906101,AN,7,500004,233,233,131,A,ADLD,500032,2016-05-07,2016-05-04,2018-02-25,4403,2018-02-27,10.393784962426448
2904549,AN,22,400104,233,233,131,A,ADLD,400709,2017-10-06,2017-10-01,2018-02-24,4581,2018-03-04,12.179380753374732
2896060,AN,2,110018,233,233,131,A,ADLD,110096,2017-05-05,2018-03-08,2018-02-22,4147,2018-02-27,12.295015871100803
2990092,AN,21,110015,233,233,228,A,ADLD,110060,2017-05-16,2017-05-05,2018-03-17,4580,2018-03-19,10.598302360934369
2859982,K,1,400059,233,233,131,A,ADLD,400031,2017-04-26,2017-04-25,2018-02-10,4008,2018-02-17,16.420181504017517
2993283,AA,24,110092,233,233,228,A,ADLD,201001,2018-02-28,2017-07-04,2018-03-17,4150,2018-03-21,11.86423284114089
2981656,AN,21,110015,233,233,131,A,ADLD,201001,2018-02-22,2018-02-20,2018-03-15,4580,2018-03-22,11.376082626911913
3016993,C,6,160059,233,233,228,B,ADLD,160047,2018-02-05,2017-10-23,2018-03-25,4549,2018-03-26,19.036935891285268
3020178,C,2,110018,308,233,228,A,ADLD,110007,2018-03-05,2018-03-23,2018-03-26,4550,2018-03-31,20.387671888127983
3055775,C,1,400059,233,233,131,B,ADLD,422006,2017-12-26,2017-12-26,2018-04-05,4545,2018-04-09,15.92989440468104
2922744,AN,3,560011,233,245,131,A,ADLD,560001,2017-06-23,2017-05-15,2018-02-28,4467,2018-03-06,10.956186956207183
2993704,C,3,560011,308,245,131,A,ADLD,560025,2017-11-03,2017-05-15,2018-03-18,4461,2018-03-27,17.271276445115397
3094554,AN,21,110015,233,245,131,A,ADLD,110034,2017-11-23,2017-11-22,2018-04-18,4580,2018-04-20,6.918912341361932
2888719,AN,2,110018,233,233,131,A,ADLD,110077,2017-12-16,2017-12-15,2018-02-20,4147,2018-02-22,11.607973567117227
2853944,AN,22,400104,233,233,131,A,ADLD,382481,2018-01-19,2016-10-19,2018-02-09,4581,2018-02-15,11.608826354715088
2909544,C,10,226010,233,233,131,A,ADLD,226010,2017-11-14,2017-11-14,2018-02-26,4444,2018-03-04,20.003572506795205
2982999,AN,26,560066,308,233,228,A,ADLD,560068,2018-02-24,2017-02-06,2018-03-15,5001,2018-03-21,10.556706626096007
2990579,AN,26,560066,233,233,131,B,ADLD,603202,2016-05-12,2016-05-10,2018-03-17,5001,2018-03-20,13.150979655046712
2880636,C,2,110018,233,233,228,A,ADLD,110015,2018-01-10,2017-12-26,2018-02-17,4550,2018-02-25,22.602199445521048
3043729,AJ,8,700064,233,233,131,A,ADLD,700067,2018-01-14,2018-01-14,2018-03-31,4499,2018-04-14,11.787921201197225
2931809,AM,5,380009,233,245,131,A,ADLD,380051,2017-03-09,2017-03-09,2018-03-03,4034,2018-03-05,12.267520412681996
2957358,AN,22,400104,233,233,131,A,ADLD,421003,2017-04-10,2017-04-08,2018-03-08,4581,2018-03-17,11.929988278065057
2994391,AJ,8,700064,233,233,131,A,ADLD,700069,2017-08-17,2017-08-12,2018-03-18,4499,2018-03-23,13.580781412843017
2832060,AN,21,110015,233,233,228,A,ADLD,122001,2018-01-18,2017-06-17,2018-02-02,4580,2018-02-05,11.316398549377245
3056378,AJ,7,500004,233,233,131,C,ADLD,500043,2017-08-10,2017-05-17,2018-04-05,4474,2018-04-07,12.71919859396931
3063149,AN,26,560066,233,233,131,A,ADLD,560016,2017-10-06,2017-09-28,2018-04-07,5001,2018-04-12,9.62251860923203
2837259,AJ,3,560011,233,233,228,A,ADLD,560103,2018-01-14,2017-01-18,2018-02-03,4460,2018-02-05,10.573182715179424
2822456,C,2,110018,233,233,228,A,ADLD,110029,2017-08-09,2017-07-21,2018-01-30,4094,2018-02-05,22.2915588939926
2879726,AN,21,110015,233,233,131,A,ADLD,201301,2018-01-30,2018-01-29,2018-02-17,4580,2018-02-19,11.740445621445884
2869881,AJ,17,800001,233,233,131,C,ADLD,814112,2018-01-20,2017-04-18,2018-02-14,4370,2018-02-19,17.90745741412853
2866713,C,1,400059,233,233,131,A,ADLD,400607,2017-06-02,2017-06-02,2018-02-13,4545,2018-02-19,19.377262271223287
2876363,C,2,110018,233,233,131,A,ADLD,110003,2018-01-01,2018-01-01,2018-02-16,4091,2018-02-20,22.18921559247452
2898708,AN,17,800001,233,233,131,C,ADLD,834001,2017-11-01,2017-07-27,2018-02-22,4538,2018-02-26,17.337923813818737
2838847,AJ,2,110018,233,233,131,B,ADLD,123110,2017-05-15,2017-05-12,2018-02-04,4388,2018-02-22,14.608974003943958
2938467,C,2,110018,233,233,228,A,ADLD,110065,2017-10-15,2016-09-28,2018-03-04,4091,2018-03-08,22.602199445521048
2983348,AN,22,400104,233,233,131,A,ADLD,400102,2017-06-10,2017-06-09,2018-03-15,4581,2018-03-19,11.186565383863906
2987521,AN,21,110015,233,233,131,B,ADLD,135133,2017-06-01,2017-05-23,2018-03-16,4580,2018-03-19,12.69597022612538
2978945,AN,8,700064,201,233,131,D,ADLD,754010,2017-11-28,2016-07-14,2018-03-14,4508,2018-03-24,15.02425426369904
3033977,AN,21,110015,233,233,131,B,ADLD,305004,2017-08-25,2017-08-21,2018-03-29,4580,2018-04-02,12.369000673874316
2923243,C,1,400059,233,233,131,A,ADLD,400013,2017-06-17,2017-06-16,2018-02-28,4545,2018-03-27,17.631387680822655
2957642,C,8,700064,233,233,131,A,ADLD,700107,2017-11-19,2017-11-17,2018-03-08,4500,2018-03-12,22.772875594815222
3067360,AN,22,400104,233,233,131,A,ADLD,400705,2017-10-06,2017-10-03,2018-04-09,4581,2018-04-11,9.93872743313996
3063241,AN,8,700064,233,233,131,A,ADLD,700159,2017-05-02,2017-04-19,2018-04-07,4508,2018-04-13,10.361332097950914
3050398,AI,27,110034,233,233,131,B,ADLD,305001,2018-02-08,2018-02-08,2018-04-03,4388,2018-04-15,12.231385739260995
2883633,AJ,3,560011,233,245,131,A,ADLD,560002,2017-07-20,2017-07-20,2018-02-18,4460,2018-02-21,10.548410250659222
3071319,AD,2,110018,233,233,131,A,ADLD,110048,2017-06-29,2017-05-14,2018-04-10,4148,2018-04-13,12.950942989192946
3071319,C,2,110018,233,233,131,A,ADLD,110048,2017-06-29,2016-10-05,2018-04-10,4148,2018-04-13,19.296008069112666
2873223,C,6,160059,233,233,131,B,ADLD,147001,2017-12-04,2017-12-01,2018-02-15,4549,2018-02-20,20.21368151663528
2843599,AJ,2,110018,233,233,228,A,ADLD,110074,2018-01-20,2017-05-03,2018-02-06,4388,2018-02-09,12.497096083280349
2861122,AD,12,302006,233,233,131,C,ADLD,301001,2017-10-12,2017-09-09,2018-02-11,4408,2018-03-04,16.513643068162775
2932092,C,9,411016,233,233,131,A,ADLD,411057,2017-05-16,2017-05-11,2018-03-03,4548,2018-03-26,18.0971905659079
2940179,C,3,560011,233,233,131,A,ADLD,560070,2017-04-21,2017-04-18,2018-03-05,4461,2018-03-07,19.138105198880634
2988319,AE,1,400059,233,233,131,A,ADLD,400067,2017-04-15,2017-04-14,2018-03-16,4015,2018-03-19,13.496598358628981
3025604,C,4,600024,233,233,131,A,ADLD,600014,2017-11-24,2017-11-24,2018-03-27,4483,2018-04-01,16.08216220843766
2869789,AN,4,600024,233,233,131,C,ADLD,605006,2017-06-24,2017-06-22,2018-02-14,4490,2018-02-16,13.629679149800731
2889302,AN,21,110015,233,233,228,A,ADLD,302020,2018-02-04,2016-05-19,2018-02-20,4580,2018-02-21,12.00837556841054
2882211,AN,22,400104,233,233,131,B,ADLD,416416,2017-05-11,2018-03-06,2018-02-17,4581,2018-02-22,14.148854055762149
2989435,AJ,2,110018,233,233,131,A,ADLD,122001,2017-06-22,2016-06-20,2018-03-16,4388,2018-03-22,13.474932342086142
3015347,AN,21,110015,233,233,131,A,ADLD,302017,2017-07-12,2017-07-04,2018-03-24,4580,2018-03-27,11.107890487031355
2867283,AN,22,400104,233,233,131,A,ADLD,380054,2016-06-23,2016-06-22,2018-02-13,4581,2018-02-16,11.608826354715088
2824721,AI,9,411016,233,233,131,B,ADLD,440018,2017-12-07,2017-12-07,2018-01-31,4021,2018-02-10,14.041223878782326
2884121,AN,3,560011,233,233,131,A,ADLD,560102,2017-05-24,2017-05-24,2018-02-19,4467,2018-02-20,10.269144652223607
2898579,AN,8,700064,233,233,131,A,ADLD,700060,2017-11-30,2016-12-31,2018-02-22,4508,2018-02-26,12.750078964464565
2930545,AJ,3,560011,233,233,131,C,ADLD,571105,2017-04-01,2017-04-01,2018-03-02,4460,2018-03-06,14.35383711489134
2897287,AN,2,110018,233,233,131,A,ADLD,110035,2017-11-21,2017-12-04,2018-02-22,4147,2018-03-10,12.733842402576458
2987494,AJ,25,560037,233,233,131,A,ADLD,560004,2017-05-13,2017-05-12,2018-03-16,4460,2018-03-19,12.140009995677527
3023188,AJ,23,400001,233,233,131,A,ADLD,411001,2017-08-23,2017-08-21,2018-03-26,4398,2018-03-28,12.465276315997444
3022551,AD,2,110018,233,233,228,A,ADLD,122011,2017-08-05,2017-02-12,2018-03-26,4148,2018-03-30,13.336200489375523
2988009,C,7,500004,233,233,228,C,ADLD,530048,2018-02-06,2016-06-21,2018-03-16,4477,2018-03-28,16.260029840164567
3082059,AI,6,160059,233,233,131,C,ADLD,141008,2017-11-21,2017-11-21,2018-04-13,4437,2018-04-18,9.52460681173125
2830335,AN,21,110015,233,245,131,A,ADLD,110029,2017-03-15,2017-03-11,2018-02-02,4580,2018-02-05,11.062087841925605
3066418,AJ,27,110034,233,245,228,A,ADLD,110029,2017-12-30,2017-12-11,2018-04-08,4388,2018-04-12,11.527729650578344
2861471,AN,2,110018,233,233,131,A,ADLD,110017,2016-05-05,2016-05-04,2018-02-11,4147,2018-02-17,11.607973567117227
2852221,C,12,302006,233,233,131,C,ADLD,335001,2017-11-15,2017-11-15,2018-02-08,4453,2018-02-14,19.56193935252656
2980758,Y,2,110018,233,233,131,A,ADLD,110057,2017-03-29,2017-03-23,2018-03-14,4147,2018-03-17,11.958701804748781
2899742,AI,7,500004,233,233,131,A,ADLD,500015,2017-11-20,2017-11-20,2018-02-23,4474,2018-02-24,10.276854881146157
2958934,C,3,560011,233,245,131,A,ADLD,560068,2017-03-21,2017-03-21,2018-03-09,4461,2018-03-14,19.32459839043437
3043450,AJ,25,560037,308,245,228,A,ADLD,560068,2017-06-07,2018-03-29,2018-03-31,4460,2018-04-10,11.147232049806828
2970730,AN,26,560066,201,201,131,0,ADLD,670102,2017-12-29,2017-08-19,2018-03-12,4495,2018-03-16,19.542535177712654
2950439,AN,22,400104,308,233,131,A,ADLD,400070,2017-08-18,2017-08-17,2018-03-07,4581,2018-03-13,12.365873944928472
3043956,C,12,302006,233,233,228,B,ADLD,313002,2017-08-19,2017-08-13,2018-03-31,4453,2018-04-07,15.42572955864091
2949332,D,1,400059,233,233,228,B,ADLD,574104,2018-02-18,2016-12-01,2018-03-07,4390,2018-03-10,21.35674563965063
3022528,AE,2,110018,233,233,131,C,ADLD,143521,2017-09-19,2017-04-04,2018-03-26,4093,2018-04-02,14.843441727427964
3022528,AN,2,110018,233,233,131,C,ADLD,143521,2017-09-19,2017-03-09,2018-03-26,4093,2018-04-02,13.504215502854201
2940105,AN,3,560011,233,233,131,B,ADLD,585102,2017-06-08,2017-06-06,2018-03-05,4467,2018-03-07,13.491870056151166
2969821,AN,22,400104,233,233,131,C,ADLD,492009,2017-05-01,2017-04-28,2018-03-11,4581,2018-03-13,15.81932143557666
3045195,AA,3,560011,233,233,131,A,ADLD,560037,2017-09-06,2017-05-24,2018-04-01,4400,2018-04-04,10.189405530650998
2881265,AN,7,500004,233,233,131,A,ADLD,500072,2016-11-23,2016-11-12,2018-02-17,4403,2018-02-22,9.706742658442872
2962684,C,2,110018,233,233,131,A,ADLD,122001,2017-11-01,2017-10-17,2018-03-10,4091,2018-03-13,23.1205741815243
3032071,AI,27,110034,233,233,131,A,ADLD,110085,2018-01-08,2018-01-08,2018-03-28,4388,2018-04-04,10.829288140053329
3066314,AJ,6,160059,233,233,228,B,ADLD,160103,2017-10-01,2017-09-26,2018-04-08,4437,2018-04-11,12.151655563678425
2904296,AN,22,400104,233,233,131,A,ADLD,382213,2017-11-23,2017-11-19,2018-02-24,4581,2018-02-27,12.295868658698664
2896979,AN,22,400104,233,233,131,A,ADLD,400004,2017-10-26,2017-10-25,2018-02-22,4581,2018-02-26,12.179380753374732
2919542,J,2,110018,233,233,228,A,ADLD,500018,2018-01-31,2018-01-26,2018-02-27,4478,2018-03-09,16.7146295961597
2969231,AJ,2,110018,233,233,228,A,ADLD,110059,2018-01-27,2017-12-23,2018-03-10,4388,2018-03-15,13.445513260492444
2846802,H,1,400059,233,233,131,A,ADLD,110092,2016-11-10,2016-11-06,2018-02-06,4011,2018-02-21,16.61084102705838
3034553,AN,26,560066,233,233,131,A,ADLD,560004,2017-04-14,2017-03-29,2018-03-29,5001,2018-04-03,9.777113702644257
3040016,AN,21,110015,233,233,228,A,ADLD,121003,2018-02-21,2016-12-04,2018-03-30,4580,2018-04-05,10.115173630661607
3031372,AN,22,400104,233,233,131,A,ADLD,411027,2017-05-03,2017-05-02,2018-03-28,4581,2018-04-11,10.136033289027091
2864440,AJ,1,400059,233,0,131,A,ADLD,400049,2017-05-15,2017-05-13,2018-02-12,4398,2018-02-15,12.806827641012287
2819923,AN,21,110015,233,233,131,A,ADLD,110052,2017-07-06,2017-07-05,2018-01-30,4580,2018-02-02,10.128868958969095
2831967,AJ,12,302006,233,233,228,C,ADLD,335001,2018-01-10,2016-06-11,2018-02-02,4407,2018-02-05,15.605048170097831
2947841,AB,1,400059,233,233,228,A,ADLD,500044,2017-12-02,2017-07-08,2018-03-06,4390,2018-03-11,15.635614073441372
3045429,AN,22,400104,233,233,131,A,ADLD,400051,2017-02-12,2017-02-09,2018-04-02,4581,2018-04-11,9.93872743313996
2970924,AD,4,600024,233,233,131,A,ADLD,600063,2018-02-14,2017-11-22,2018-03-12,4488,2018-03-16,11.061710449155628
2837243,AD,8,700064,233,233,131,A,ADLD,700040,2017-11-22,2017-11-13,2018-02-03,4510,2018-02-08,12.060336269260887
2879384,AJ,2,110018,233,233,228,A,ADLD,110036,2018-01-19,2017-08-03,2018-02-17,4388,2018-02-21,12.394752781762266
2891870,C,2,110018,233,233,228,A,ADLD,121001,2017-07-02,2017-06-17,2018-02-21,4091,2018-02-23,23.03014850388434
2883974,AJ,1,400059,233,233,131,A,ADLD,400603,2017-05-18,2017-05-18,2018-02-18,4398,2018-02-24,14.603420728339156
2938775,AN,22,400104,233,233,131,A,ADLD,411015,2017-07-18,2017-07-17,2018-03-04,4581,2018-03-07,12.376686609261863
3074351,AN,26,560066,233,233,131,A,ADLD,560068,2017-05-22,2017-05-20,2018-04-11,5001,2018-04-15,9.20235806377214
2877056,S,2,110018,233,233,131,A,ADLD,121005,2017-07-08,2017-06-29,2018-02-16,4150,2018-02-24,14.74719044245066
2970111,AN,8,700064,233,233,131,A,ADLD,700050,2017-10-13,2017-10-11,2018-03-11,4508,2018-03-14,12.936572156018306
3080146,AJ,23,400001,308,233,228,A,ADLD,400070,2017-09-10,2017-07-29,2018-04-13,4398,2018-04-16,10.269439656925762
2943701,Y,2,110018,233,233,131,A,ADLD,110001,2017-09-01,2017-08-24,2018-03-06,4147,2018-03-08,12.111927710465656
3045283,AN,26,560066,308,233,131,A,ADLD,560077,2017-06-21,2017-06-12,2018-04-02,5001,2018-04-12,9.62251860923203
3065906,AN,21,110015,233,245,131,A,ADLD,110001,2017-05-25,2017-05-24,2018-04-08,4580,2018-04-12,9.498081340872114
2862179,AN,2,110018,233,233,131,A,ADLD,110021,2018-01-15,2018-01-01,2018-02-12,4147,2018-02-15,11.607973567117227
3007678,C,12,302006,233,233,131,B,ADLD,313004,2017-05-12,2017-05-06,2018-03-22,4453,2018-03-24,17.301682965901687
3075617,C,5,380009,233,233,228,B,ADLD,395002,2018-02-26,2018-02-25,2018-04-11,4546,2018-04-16,12.651682240175251
2859570,AN,21,110015,233,233,131,A,ADLD,122018,2017-04-19,2017-04-17,2018-02-10,4580,2018-02-15,11.291626084857043
2923541,AJ,7,500004,233,233,228,C,ADLD,535501,2017-06-17,2017-06-05,2018-02-28,4474,2018-03-07,14.219185215288613
2940662,S,24,110092,233,233,131,B,ADLD,243001,2018-01-12,2017-12-08,2018-03-05,4150,2018-03-08,16.581080105117742
2845500,AN,17,800001,233,233,131,A,ADLD,800020,2017-12-20,2017-06-30,2018-02-06,4538,2018-02-14,12.230816042906577
2879099,AJ,10,226010,201,233,228,0,ADLD,221208,2017-10-13,2015-11-22,2018-02-16,4444,2018-02-23,20.453187685295504
2928908,G,1,400059,233,233,131,A,ADLD,800020,2018-02-06,2017-06-17,2018-03-01,4011,2018-03-08,22.71322825710093
2873349,AN,2,110018,233,233,131,A,ADLD,110029,2017-12-18,2017-12-17,2018-02-15,4147,2018-02-19,11.607973567117227
2889360,C,12,302006,233,233,131,A,ADLD,302019,2017-11-19,2017-11-13,2018-02-20,4453,2018-02-23,20.36756996767364
2939201,AJ,2,110018,233,233,228,A,ADLD,201010,2018-01-25,2017-05-15,2018-03-04,4388,2018-03-06,13.795890473864622
2923739,C,1,400059,233,233,131,A,ADLD,400059,2017-03-12,2017-03-04,2018-02-28,4545,2018-03-06,20.626504410506463
2970307,AN,21,110015,233,233,131,A,ADLD,110059,2017-08-03,2017-08-02,2018-03-11,4580,2018-03-14,11.833280035944838
2947713,AN,21,110015,233,233,131,B,ADLD,301019,2017-04-19,2017-04-17,2018-03-06,4580,2018-03-19,14.096113777492015
2975344,AN,7,500004,233,233,131,A,ADLD,500003,2016-05-21,2017-03-03,2018-03-13,4403,2018-03-20,9.469568480402158
3000065,AN,21,110015,233,233,228,A,ADLD,122003,2018-02-20,2018-01-30,2018-03-20,4580,2018-03-27,10.538757934139548
3029873,C,4,600024,233,233,131,A,ADLD,600078,2017-05-10,2017-05-09,2018-03-28,4483,2018-03-31,17.18169148021125
3047292,AN,8,700064,233,233,131,C,ADLD,751025,2017-11-03,2017-10-01,2018-04-02,4508,2018-04-05,12.960081802895251
3063634,Y,7,500004,233,233,131,A,ADLD,500049,2018-02-24,2018-02-24,2018-04-07,4403,2018-04-11,8.439626609262255
3068998,C,2,110018,308,233,131,A,ADLD,110092,2018-03-06,2017-11-03,2018-04-09,4091,2018-04-16,17.19545912674825
2867358,C,8,700064,233,233,131,C,ADLD,751015,2017-11-24,2017-11-20,2018-02-13,4500,2018-02-15,22.06411784365211
2930410,AN,21,110015,233,233,131,B,ADLD,147001,2016-12-18,2016-10-06,2018-03-02,4580,2018-04-05,11.116474053169373
3060511,AN,21,110015,233,233,131,A,ADLD,110027,2017-07-25,2017-07-23,2018-04-06,4580,2018-04-10,9.498081340872114
2843615,J,12,302006,233,233,131,A,ADLD,302015,2018-01-26,2018-01-21,2018-02-06,4459,2018-02-08,17.153839790109263
2979241,C,9,411016,233,233,131,A,ADLD,411013,2017-12-07,2017-12-05,2018-03-14,4022,2018-03-19,19.09936384282082
2928883,AI,23,400001,233,245,131,A,ADLD,380028,2017-10-07,2017-10-06,2018-03-01,4398,2018-03-10,12.758858252227204
3058996,AJ,8,700064,233,233,131,A,ADLD,700007,2017-09-08,2017-09-02,2018-04-05,4503,2018-04-07,12.34902232260702
3066108,C,2,110018,308,233,228,A,ADLD,110047,2018-03-11,2018-03-11,2018-04-08,4091,2018-04-12,19.296008069112666
2879778,C,2,110018,233,233,131,A,ADLD,110085,2017-11-08,2017-11-06,2018-02-17,4550,2018-02-21,22.18921559247452
2831235,AM,6,160059,233,233,131,B,ADLD,133001,2017-12-01,2017-12-01,2018-02-02,4435,2018-02-10,13.078220030034283
2882434,AN,2,110018,233,233,131,A,ADLD,110007,2017-12-23,2017-12-22,2018-02-17,4147,2018-02-21,11.607973567117227
2884444,AJ,2,110018,233,233,131,A,ADLD,110033,2016-12-05,2016-12-03,2018-02-19,4388,2018-02-23,13.355087582852484
2855251,AF,6,160059,233,233,131,A,ADLD,160062,2017-02-14,2017-02-08,2018-02-09,4673,2018-03-02,11.602480700438228
2926684,C,2,110018,233,233,228,A,ADLD,122006,2017-12-16,2017-08-22,2018-03-01,4094,2018-03-04,22.934080989970564
2940514,AJ,3,560011,233,233,131,A,ADLD,560048,2017-06-09,2017-06-02,2018-03-05,4460,2018-03-10,11.851504069311314
2934893,AJ,12,302006,233,233,131,B,ADLD,342008,2017-12-21,2017-12-15,2018-03-03,4407,2018-03-09,16.454017251067192
2984019,AN,22,400104,233,233,131,A,ADLD,380007,2017-06-19,2017-05-12,2018-03-15,4581,2018-03-20,11.303053289187838
3009898,AN,21,110015,233,233,131,A,ADLD,302002,2017-07-28,2017-07-26,2018-03-23,4580,2018-03-27,11.107890487031355
3017441,AJ,27,110034,233,233,131,A,ADLD,201304,2017-09-27,2017-07-19,2018-03-25,4388,2018-03-31,13.350960071059008
3023400,AJ,27,110034,233,233,228,A,ADLD,226017,2018-02-17,2017-06-01,2018-03-26,4388,2018-04-07,12.825952670065906
2872669,AD,3,560011,233,245,228,A,ADLD,560072,2017-12-31,2017-10-07,2018-02-15,4468,2018-02-23,11.22991471820166
2866202,AN,22,400104,233,233,131,B,ADLD,395008,2017-09-26,2017-09-19,2018-02-13,4581,2018-02-17,14.06803610519895
2876734,AF,2,110018,233,233,131,A,ADLD,201012,2018-01-20,2018-01-20,2018-02-16,4388,2018-02-23,13.262068577801498
2957539,AJ,27,110034,233,233,131,A,ADLD,110040,2017-12-02,2017-12-01,2018-03-08,4388,2018-03-24,13.10638107686586
2941783,G,1,400059,233,233,228,B,ADLD,282001,2017-09-12,2017-06-05,2018-03-05,4011,2018-03-06,22.97854733209132
2826708,C,2,110018,233,233,131,A,ADLD,110015,2017-05-30,2017-05-20,2018-01-31,4094,2018-02-02,22.031106019374874
3006965,AD,3,560011,233,233,131,B,ADLD,625009,2017-07-25,2017-07-18,2018-03-22,5146,2018-04-04,12.09396403477778
2852045,AN,21,110015,233,233,131,B,ADLD,282010,2017-04-21,2017-02-24,2018-02-08,4580,2018-02-17,14.133956896054608
2939555,AJ,2,110018,233,233,131,B,ADLD,201201,2018-02-16,2017-11-29,2018-03-05,4388,2018-03-09,16.80045075088558
2899738,AD,7,500004,233,233,228,A,ADLD,500017,2018-02-07,2017-06-24,2018-02-23,4540,2018-02-26,10.575638968379737
2830927,Y,17,800001,233,233,131,C,ADLD,855107,2017-11-07,2017-10-14,2018-02-02,4538,2018-02-05,45.00049197494027
2897285,AI,6,160059,233,233,131,C,ADLD,142022,2017-10-30,2017-10-29,2018-02-22,4437,2018-03-07,13.527071965976326
2972293,AN,26,560066,233,233,131,A,ADLD,560043,2017-10-02,2017-10-01,2018-03-12,5001,2018-03-15,11.682688893356783
2973530,AN,26,560066,233,233,131,A,ADLD,560071,2017-03-18,2017-03-18,2018-03-13,5001,2018-03-17,11.049497370606236
3031983,AN,22,400104,233,233,131,A,ADLD,411004,2016-05-11,2016-05-07,2018-03-28,4581,2018-03-30,10.789159223899102
2841201,C,2,110018,233,233,228,A,ADLD,122001,2017-10-25,2016-10-19,2018-02-05,4091,2018-02-09,22.623440438442117
2906715,AN,3,560011,233,233,131,C,ADLD,583132,2017-07-08,2017-06-06,2018-02-25,5001,2018-03-07,13.861897062516313
2990607,AJ,25,560037,201,233,131,D,ADLD,635104,2018-02-13,2017-11-23,2018-03-17,4460,2018-03-29,14.765951469317713
2843872,C,12,302006,233,233,228,A,ADLD,302018,2017-09-01,2016-02-03,2018-02-06,4453,2018-02-14,19.858518600713335
2889644,AJ,2,110018,233,233,228,A,ADLD,110058,2018-01-10,2016-07-29,2018-02-20,4388,2018-02-23,13.355087582852484
2906784,AN,8,700064,233,233,131,A,ADLD,700089,2017-04-23,2017-04-22,2018-02-25,4508,2018-03-01,12.750078964464565
2891769,C,12,302006,201,233,228,0,ADLD,326001,2018-01-31,2017-03-02,2018-02-21,4407,2018-03-05,24.838705429120093
2898703,AN,3,560011,233,233,228,B,ADLD,590011,2017-11-21,2017-03-10,2018-02-22,4467,2018-03-06,13.491870056151166
